0.000,0.000
0.010,1.478
0.011,1.476
0.012,1.474
0.013,1.473
0.014,1.471
0.015,1.469
0.016,1.467
0.017,1.466
0.018,1.464
0.019,1.463
0.020,1.461
0.021,1.459
0.022,1.458
0.023,1.456
0.024,1.455
0.025,1.453
0.026,1.452
0.027,1.450
0.028,1.449
0.029,1.447
0.030,1.445
0.031,1.444
0.032,1.443
0.033,1.441
0.034,1.440
0.035,1.438
0.036,1.437
0.037,1.436
0.038,1.434
0.039,1.433
0.040,1.432
0.041,1.430
0.042,1.429
0.043,1.428
0.044,1.426
0.045,1.425
0.046,1.424
0.047,1.422
0.048,1.421
0.049,1.420
0.050,1.419
0.051,1.417
0.052,1.416
0.053,1.415
0.054,1.414
0.055,1.412
0.056,1.411
0.057,1.410
0.058,1.409
0.059,1.408
0.060,1.406
0.061,1.405
0.062,1.404
0.063,1.403
0.064,1.402
0.065,1.401
0.066,1.399
0.067,1.398
0.068,1.397
0.069,1.396
0.070,1.395
0.071,1.394
0.072,1.393
0.073,1.392
0.074,1.390
0.075,1.389
0.076,1.388
0.077,1.387
0.078,1.386
0.079,1.385
0.080,1.384
0.081,1.383
0.082,1.382
0.083,1.381
0.084,1.380
0.085,1.379
0.086,1.378
0.087,1.377
0.088,1.375
0.089,1.374
0.090,1.373
0.091,1.372
0.092,1.371
0.093,1.370
0.094,1.369
0.095,1.368
0.096,1.367
0.097,1.366
0.098,1.365
0.099,1.364
0.100,1.363
0.101,1.362
0.102,1.361
0.103,1.360
0.104,1.359
0.105,1.358
0.106,1.357
0.107,1.357
0.108,1.356
0.109,1.355
0.110,1.354
0.111,1.353
0.112,1.352
0.113,1.351
0.114,1.350
0.115,1.349
0.116,1.348
0.117,1.347
0.118,1.346
0.119,1.345
0.120,1.344
0.121,1.343
0.122,1.343
0.123,1.342
0.124,1.341
0.125,1.340
0.126,1.339
0.127,1.338
0.128,1.337
0.129,1.336
0.130,1.335
0.131,1.334
0.132,1.334
0.133,1.333
0.134,1.332
0.135,1.331
0.136,1.330
0.137,1.329
0.138,1.328
0.139,1.328
0.140,1.327
0.141,1.326
0.142,1.325
0.143,1.324
0.144,1.323
0.145,1.322
0.146,1.322
0.147,1.321
0.148,1.320
0.149,1.319
0.150,1.318
0.151,1.318
0.152,1.317
0.153,1.316
0.154,1.315
0.155,1.314
0.156,1.313
0.157,1.313
0.158,1.312
0.159,1.311
0.160,1.310
0.161,1.309
0.162,1.309
0.163,1.308
0.164,1.307
0.165,1.306
0.166,1.305
0.167,1.305
0.168,1.304
0.169,1.303
0.170,1.302
0.171,1.302
0.172,1.301
0.173,1.300
0.174,1.299
0.175,1.299
0.176,1.298
0.177,1.297
0.178,1.296
0.179,1.295
0.180,1.295
0.181,1.294
0.182,1.293
0.183,1.292
0.184,1.292
0.185,1.291
0.186,1.290
0.187,1.290
0.188,1.289
0.189,1.288
0.190,1.287
0.191,1.287
0.192,1.286
0.193,1.285
0.194,1.284
0.195,1.284
0.196,1.283
0.197,1.282
0.198,1.282
0.199,1.281
0.200,1.280
0.201,1.279
0.202,1.279
0.203,1.278
0.204,1.277
0.205,1.277
0.206,1.276
0.207,1.275
0.208,1.275
0.209,1.274
0.210,1.273
0.211,1.272
0.212,1.272
0.213,1.271
0.214,1.270
0.215,1.270
0.216,1.269
0.217,1.268
0.218,1.268
0.219,1.267
0.220,1.266
0.221,1.266
0.222,1.265
0.223,1.264
0.224,1.264
0.225,1.263
0.226,1.262
0.227,1.262
0.228,1.261
0.229,1.260
0.230,1.260
0.231,1.259
0.232,1.258
0.233,1.258
0.234,1.257
0.235,1.257
0.236,1.256
0.237,1.255
0.238,1.255
0.239,1.254
0.240,1.253
0.241,1.253
0.242,1.252
0.243,1.251
0.244,1.251
0.245,1.250
0.246,1.250
0.247,1.249
0.248,1.248
0.249,1.248
0.250,1.247
0.251,1.247
0.252,1.246
0.253,1.245
0.254,1.245
0.255,1.244
0.256,1.243
0.257,1.243
0.258,1.242
0.259,1.242
0.260,1.241
0.261,1.240
0.262,1.240
0.263,1.239
0.264,1.239
0.265,1.238
0.266,1.237
0.267,1.237
0.268,1.236
0.269,1.236
0.270,1.235
0.271,1.235
0.272,1.234
0.273,1.233
0.274,1.233
0.275,1.232
0.276,1.232
0.277,1.231
0.278,1.231
0.279,1.230
0.280,1.229
0.281,1.229
0.282,1.228
0.283,1.228
0.284,1.227
0.285,1.227
0.286,1.226
0.287,1.225
0.288,1.225
0.289,1.224
0.290,1.224
0.291,1.223
0.292,1.223
0.293,1.222
0.294,1.222
0.295,1.221
0.296,1.220
0.297,1.220
0.298,1.219
0.299,1.219
0.300,1.218
0.301,1.218
0.302,1.217
0.303,1.217
0.304,1.216
0.305,1.216
0.306,1.215
0.307,1.215
0.308,1.214
0.309,1.213
0.310,1.213
0.311,1.212
0.312,1.212
0.313,1.211
0.314,1.211
0.315,1.210
0.316,1.210
0.317,1.209
0.318,1.209
0.319,1.208
0.320,1.208
0.321,1.207
0.322,1.207
0.323,1.206
0.324,1.206
0.325,1.205
0.326,1.205
0.327,1.204
0.328,1.204
0.329,1.203
0.330,1.203
0.331,1.202
0.332,1.202
0.333,1.201
0.334,1.201
0.335,1.200
0.336,1.200
0.337,1.199
0.338,1.199
0.339,1.198
0.340,1.198
0.341,1.197
0.342,1.197
0.343,1.196
0.344,1.196
0.345,1.195
0.346,1.195
0.347,1.194
0.348,1.194
0.349,1.193
0.350,1.193
0.351,1.193
0.352,1.192
0.353,1.192
0.354,1.191
0.355,1.191
0.356,1.190
0.357,1.190
0.358,1.189
0.359,1.189
0.360,1.188
0.361,1.188
0.362,1.187
0.363,1.187
0.364,1.186
0.365,1.186
0.366,1.186
0.367,1.185
0.368,1.185
0.369,1.184
0.370,1.184
0.371,1.183
0.372,1.183
0.373,1.182
0.374,1.182
0.375,1.181
0.376,1.181
0.377,1.181
0.378,1.180
0.379,1.180
0.380,1.179
0.381,1.179
0.382,1.178
0.383,1.178
0.384,1.178
0.385,1.177
0.386,1.177
0.387,1.176
0.388,1.176
0.389,1.175
0.390,1.175
0.391,1.175
0.392,1.174
0.393,1.174
0.394,1.173
0.395,1.173
0.396,1.172
0.397,1.172
0.398,1.172
0.399,1.171
0.400,1.171
0.401,1.170
0.402,1.170
0.403,1.170
0.404,1.169
0.405,1.169
0.406,1.168
0.407,1.168
0.408,1.167
0.409,1.167
0.410,1.167
0.411,1.166
0.412,1.166
0.413,1.165
0.414,1.165
0.415,1.165
0.416,1.164
0.417,1.164
0.418,1.163
0.419,1.163
0.420,1.163
0.421,1.162
0.422,1.162
0.423,1.161
0.424,1.161
0.425,1.161
0.426,1.160
0.427,1.160
0.428,1.160
0.429,1.159
0.430,1.159
0.431,1.158
0.432,1.158
0.433,1.158
0.434,1.157
0.435,1.157
0.436,1.156
0.437,1.156
0.438,1.156
0.439,1.155
0.440,1.155
0.441,1.155
0.442,1.154
0.443,1.154
0.444,1.153
0.445,1.153
0.446,1.153
0.447,1.152
0.448,1.152
0.449,1.152
0.450,1.151
0.451,1.151
0.452,1.151
0.453,1.150
0.454,1.150
0.455,1.149
0.456,1.149
0.457,1.149
0.458,1.148
0.459,1.148
0.460,1.148
0.461,1.147
0.462,1.147
0.463,1.147
0.464,1.146
0.465,1.146
0.466,1.146
0.467,1.145
0.468,1.145
0.469,1.145
0.470,1.144
0.471,1.144
0.472,1.143
0.473,1.143
0.474,1.143
0.475,1.142
0.476,1.142
0.477,1.142
0.478,1.141
0.479,1.141
0.480,1.141
0.481,1.140
0.482,1.140
0.483,1.140
0.484,1.139
0.485,1.139
0.486,1.139
0.487,1.138
0.488,1.138
0.489,1.138
0.490,1.137
0.491,1.137
0.492,1.137
0.493,1.136
0.494,1.136
0.495,1.136
0.496,1.136
0.497,1.135
0.498,1.135
0.499,1.135
0.500,1.134
0.501,1.134
0.502,1.134
0.503,1.133
0.504,1.133
0.505,1.133
0.506,1.132
0.507,1.132
0.508,1.132
0.509,1.131
0.510,1.131
0.511,1.131
0.512,1.130
0.513,1.130
0.514,1.130
0.515,1.130
0.516,1.129
0.517,1.129
0.518,1.129
0.519,1.128
0.520,1.128
0.521,1.128
0.522,1.128
0.523,1.127
0.524,1.127
0.525,1.127
0.526,1.127
0.527,1.126
0.528,1.126
0.529,1.125
0.530,1.125
0.531,1.125
0.532,1.125
0.533,1.124
0.534,1.124
0.535,1.124
0.536,1.124
0.537,1.123
0.538,1.123
0.539,1.122
0.540,1.122
0.541,1.122
0.542,1.122
0.543,1.121
0.544,1.121
0.545,1.121
0.546,1.121
0.547,1.120
0.548,1.120
0.549,1.120
0.550,1.120
0.551,1.119
0.552,1.119
0.553,1.119
0.554,1.119
0.555,1.118
0.556,1.118
0.557,1.117
0.558,1.117
0.559,1.117
0.560,1.117
0.561,1.116
0.562,1.116
0.563,1.116
0.564,1.116
0.565,1.115
0.566,1.115
0.567,1.115
0.568,1.115
0.569,1.114
0.570,1.114
0.571,1.114
0.572,1.114
0.573,1.113
0.574,1.113
0.575,1.113
0.576,1.113
0.577,1.112
0.578,1.112
0.579,1.112
0.580,1.112
0.581,1.111
0.582,1.111
0.583,1.111
0.584,1.111
0.585,1.110
0.586,1.110
0.587,1.110
0.588,1.110
0.589,1.109
0.590,1.109
0.591,1.109
0.592,1.109
0.593,1.108
0.594,1.108
0.595,1.108
0.596,1.108
0.597,1.107
0.598,1.107
0.599,1.107
0.600,1.107
0.601,1.106
0.602,1.106
0.603,1.106
0.604,1.106
0.605,1.105
0.606,1.105
0.607,1.105
0.608,1.105
0.609,1.104
0.610,1.104
0.611,1.104
0.612,1.104
0.613,1.103
0.614,1.103
0.615,1.103
0.616,1.103
0.617,1.102
0.618,1.102
0.619,1.102
0.620,1.102
0.621,1.102
0.622,1.102
0.623,1.101
0.624,1.101
0.625,1.101
0.626,1.101
0.627,1.100
0.628,1.100
0.629,1.100
0.630,1.100
0.631,1.099
0.632,1.099
0.633,1.099
0.634,1.099
0.635,1.098
0.636,1.098
0.637,1.098
0.638,1.098
0.639,1.098
0.640,1.098
0.641,1.097
0.642,1.097
0.643,1.097
0.644,1.097
0.645,1.096
0.646,1.096
0.647,1.096
0.648,1.096
0.649,1.095
0.650,1.095
0.651,1.095
0.652,1.095
0.653,1.095
0.654,1.095
0.655,1.094
0.656,1.094
0.657,1.094
0.658,1.094
0.659,1.093
0.660,1.093
0.661,1.093
0.662,1.093
0.663,1.093
0.664,1.093
0.665,1.092
0.666,1.092
0.667,1.092
0.668,1.092
0.669,1.091
0.670,1.091
0.671,1.091
0.672,1.091
0.673,1.091
0.674,1.091
0.675,1.090
0.676,1.090
0.677,1.090
0.678,1.090
0.679,1.089
0.680,1.089
